rank	lemma_id	lemma	dcs_grammar	upos	count	gloss
36936	135722	viraladravā	f	NOUN	3	gruel made of rice or other grain with the addition of ghee
36937	14917	pañcapallava	n	NOUN	3	the aggregate of 5 sprigs or shoots of the Āmra, Jambū, Kapittha, Bījapūraka and Bilva
36938	70461	rājaka	adj	ADJ	3	illuminating; irradiating; splendid
36939	63496	indrajālika	m	NOUN	3	a juggler; a conjurer
36940	57023	udvīkṣaṇa	n	NOUN	3	the act of looking up or upwards; look; view
36941	79103	māyākāra	m	NOUN	3	a conjurer; juggler
36942	200873	kutīrthya	adj	ADJ	3	
36943	41714	ṣaṭkoṇa	adj	ADJ	3	six-angled
36944	171679	ratnaka	n	NOUN	3	gem; jewel
36945	96987	tāḍaka	m	NOUN	3	a murderer; a kind of key
36946	174331	dadhivaktra	m	NOUN	3	name of a monkey
36947	143001	vedagarbhā	f	NOUN	3	name of the Sarasvatī; [rel.] name of Devī (?)
36948	27017	maṇiśaila	m	NOUN	3	name of a Gandharva; name of a mountain
36949	38208	uṣāpati	m	NOUN	3	name of Aniruddha
36950	168279	pralambaghna	m	NOUN	3	name of Balabhadra
36951	128559	gaṅgāsuta	m	NOUN	3	name of the deity Kārttikeya; name of Bhīṣma
36952	209411	kudhī	adj	ADJ	3	stupid; wicked; bad
36953	212285	mukhyaka	adj	ADJ	3	(ifc.) = mukha, etc.
36954	130510	śastrāśastri	ind	ADV	3	sword against sword
36955	76387	vājasaneyaka	adj	ADJ	3	belonging or relating to Vājasaneya
36956	212298	jagatsargavarṇana	n	NOUN	3	name of Agnipurāṇa, 17, 18, and 20
36957	175529	vṛkatejas	m	NOUN	3	name of a man
36958	6555	ajina	m	NOUN	3	name of a descendant of Pṛthu; son of Havidhāna
36959	107167	sugrīvā	f	NOUN	3	name of an Apsaras; name of a daughter of Tāmrā
36960	83499	tairyagyonya	adj	ADJ	3	relating to the animals (creation)
36961	38592	ūrdhvaka	adj	ADJ	3	raised; lifted up
36962	210559	aṃsaka	m	NOUN	3	the shoulder
36963	171888	samāgrah	9.P.	VERB	3	to seize; to grasp
36964	200869	aviṣaṇṇa	adj	ADJ	3	not despaired
36965	210815	vipluta	n	NOUN	3	a mode of fighting
36966	75323	vasukra	m	NOUN	3	name of a ṣi with the patr. Aindra; name of another ṣi; name of a grammarian
36967	216799	anūcānatama	adj	ADJ	3	most learned in the Vedas
36968	18118	saptanavati	f	NOUN	3	97
36969	224087	atiśaṃsana	fn	NOUN	3	reciting more; Rezitieren der ￼berz￤hligen Verse
36970	48244	viju	m	NOUN	3	that part of a bird's body on which the wings grow; name of a group of Vedic mantras
36971	31430	abhyāpti	f	NOUN	3	obtaining
36972	47249	vikṣudra	adj	ADJ	3	comparatively smaller; each smaller than another
36973	77850	mahāsūkta	m	NOUN	3	the composer of the great hymns (of the 10th Maṇḍala)
36974	216852	saṃpannatama	adj	ADJ	3	fully equiped with; most endowed with
36975	127212	śūravīra	m	NOUN	3	name of a teacher (having the patr. Māṇḍūkeya); name of a people
36976	53365	ardhatrayodaśa	adj	ADJ	3	twelve arid a half
36977	171646	pravācay	10.P.	VERB	3	to make someone say
36978	13500	kāṇḍavīṇā	f	NOUN	3	a kind of lute composed of joints of reed
36979	219467	tavastama	adj	ADJ	3	st￤rkster
36980	47970	vigāha	adj	ADJ	3	one who plunges into or penetrates (said of Agni); who sinks deep
36981	220321	satrāhan	adj	ADJ	3	alles erschlagend
36982	46701	vārtrahatya	n	NOUN	3	the slaying of Vṛtra
36983	219583	vandhureṣṭhā	adj	ADJ	3	auf dem Wagensitze sich befindend
36984	114761	śaṃsitṛ	m	NOUN	3	a reciter; = hotṛ
36985	120216	svavṛkti	f	NOUN	3	self-appropriation
36986	63374	idaṃvid	adj	ADJ	3	knowing this or conversant with this
36987	59197	āyuta	n	NOUN	3	halfmelted butter
36988	137952	pratiprajñāti	f	NOUN	3	discrimination; ascertainment; statement
36989	144480	putrakṛtha	mn	NOUN	3	the bringing forth or procreation of children; Kindererzeugung
36990	220544	pathimat	adj	ADJ	3	containing the word path-
36991	158719	abhinirvap	1.P.	VERB	3	to share out or add anything to another thing
36992	21801	aprasraṃsa	m	NOUN	3	not falling down
36993	18413	sabhāsāha	m	NOUN	3	one who is superior in an assembly; superior; eminent
36994	84024	tripada	adj	ADJ	3	three-footed; extending over 3 squares; having 3 divisions (a stanza); measuring 3 feet; containing 3 words
36995	219402	prayakṣatama	adj	ADJ	3	most evident
36996	106610	suti	f	NOUN	3	extracting or pouring out
36997	77036	mahānagnā	f	NOUN	3	a kind of harlot; a great naked one
36998	9135	sakhivat	adj	ADJ	3	having friends or adherents
36999	29573	samarya	adj	ADJ	3	attended by many persons; frequented (as a sacrificial ceremony); attended by (his) followers (said of Indra)
37000	11097	anupraharaṇa	n	NOUN	3	throwing into the fire
37001	73245	yathaṛṣi	ind	ADV	3	according to the Ṛṣi
37002	34904	nigrabhītṛ	m	NOUN	3	one who holds fast or binds
37003	86922	devaśas	ind	ADV	3	deity after deity; among the gods
37004	34150	nirāntra	adj	ADJ	3	eviscerated; having the entrails hanging out
37005	53828	alohita	adj	ADJ	3	bloodless
37006	157896	anupravad	1.P.	VERB	3	to repeat another's words
37007	62829	āśvīna	n	NOUN	3	a day's journey for a horse
37008	85053	duḥṣama	n	NOUN	3	a bad year; an ill season
37009	221311	anāyatanavat	adj	ADJ	3	homeless
37010	218699	kavya	adj	ADJ	3	wise
37011	157884	anuprapā	1.P.,1.Ā.	VERB	3	to drink one after the other; to drink in turn
37012	159326	abhyāhvā	1.Ā.,4.P.,4.Ā.	VERB	3	to address; to challenge; to attack
37013	127987	śarmavat	adj	ADJ	3	containing the word śarman; possessed of happiness; lucky; auspicious
37014	162493	pratidhāray	10.P.,10.Ā.	VERB	3	to keep back; to stop; to check; to keep erect; to support
37015	216053	sphūrjay	10. P.	VERB	3	to roar
37016	158972	abhivijñā	9.P.	VERB	3	to be aware of; to perceive; to know
37017	164658	vyāhvā	1.Ā.,6.Ā.,2.Ā.,4.Ā.	VERB	3	to separate by inserting the hāva or invocation
37018	132342	śāmbara	adj	ADJ	3	relating to Shambara
37019	139991	prativādin	adj	ADJ	3	contradicting; disobedient; answering; rejoining
37020	120537	svaravat	adj	ADJ	3	having sound; sonorous; loud; having a melodious voice; having an accent; accentuated; containing a vowel; mit richtiger Hervorhebung der Akzenten
37021	221450	ājigamiṣ	Desid.Ā.,Desid.P.	VERB	3	to desire to bring
37022	159275	abhyavapat	1.P.	VERB	3	to fly near; to fly back down
37023	158312	anvāp	5.Ā.,5.P.	VERB	3	to attain; to reach
37024	221477	cikalpay	Desid. P.	VERB	3	
37025	221476	nonud	Int. Ā.	VERB	3	
37026	109430	havin	adj	ADJ	3	calling; invoking; looking for help
37027	94500	pāvīravī	f	NOUN	3	the noise of thunder
37028	139502	viṣuvat	adj	ADJ	3	having or sharing both sides equally; being in the middle; middlemost; central; a particular Ekāha; top; summit; vertex; having the viṣuvat śastra
37029	9969	anapara	adj	ADJ	3	without another; having no follower; single; sole (as name of Brahma); without end
37030	159311	abhyābhū	1.P.	VERB	3	to happen to; to occur to (acc.)
37031	164993	saṃnirvap	1.P.	VERB	3	to scatter about; to distribute; to dispense
37032	66364	rathagṛtsa	m	NOUN	3	a skilful charioteer; royal coachman (as a particular character)
37033	150286	potrīya	adj	ADJ	3	relating or belonging to the Potṛ
37034	221104	phāṇay	10. P.	VERB	3	to make to bound
37035	221711	ahaśśas	ind	ADV	3	by days
37036	210340	pratyakṣatama	adj	ADJ	3	absolutely obvious; most manifest
37037	145353	pṛtanāj	adj	ADJ	3	rushing to or in battle; wettk￤mpfend
37038	43443	natarām	ind	ADV	3	not at all; never
37039	45587	upavimokam	ind	ADV	3	unharnessing, i.e. changing (the oxen)
37040	66650	ratavat	adj	ADJ	3	pleased; gratified; happy; containing a form of ram
37041	221924	ninṛttavat	adj	ADJ	3	containing alliteration
37042	123940	gārtsamada	adj	ADJ	3	relating to Gṛtsamada
37043	220290	prahan	adj	ADJ	3	besch￤digend; zu Boden schlagend
37044	91957	dharīman	m	NOUN	3	= dharman; Beh￤lter; ordinance
37045	38998	ṛbhukṣa	m	NOUN	3	Indra; (Indra's) heaven; Indra's thunderbolt
37046	155090	prasraṃsa	n	NOUN	3	a dissolvent; falling down
37047	162864	pratyupe	2.P.	VERB	3	to approach again; to recommence
37048	57382	hūtavat	adj	ADJ	3	containing the word hūta
37049	66839	rayivṛdh	adj	ADJ	3	enjoying wealth
37050	220790	vīrayā	f	NOUN	3	Liebe zu den Helden; Verlangen nach M￤nnern
37051	66507	ratheṣṭha	adj	ADJ	3	standing on a chariots; a warrior fighting from a chariots
37052	30379	samudanta	adj	ADJ	3	rising above the edge; about to overflow; swelling up
37053	158501	apāj	1.P.,1.Ā.	VERB	3	to drive away
37054	142861	vṛṣaśuṣma	m	NOUN	3	name of a man with the patr. Vātāvata
37055	75951	vātāvata	m	NOUN	3	patr. from vātā-vat
37056	45383	upayojana	n	NOUN	3	the act of harnessing (a horse by the side of another); a team; use
37057	39713	enasvat	adj	ADJ	3	wicked; sinful; a sinner
37058	156983	grāvastotrīya	adj	ADJ	3	relating to the praise of the Soma stones
37059	159298	abhyāj	1.P.,1.Ā.	VERB	3	to drive near
37060	10724	anuktha	adj	ADJ	3	hymnless; not singing hymns; not followed by an uktha; having no litanies
37061	212982	nāṃ	ind	ADV	3	[rel.] a kind of bīja; not
37062	18724	parāñcin	adj	ADJ	3	not returning; non-recurring; going away
37063	100400	tvāvasu	adj	ADJ	3	having thee as a possession
37064	17068	sattrāyaṇa	n	NOUN	3	a long course of sacrifices; embarking of a long sacrifice
37065	159225	abhihve	1.Ā.,4.P.,4.Ā.	VERB	3	to call near
37066	33524	nābhāka	adj	ADJ	3	belonging to or composed by Nabhāka
37067	132952	māhānāmana	adj	ADJ	3	relating to the Mahā-nāmnī verses
37068	30085	samāyin	adj	ADJ	3	occurring together or simultaneously
37069	111999	sāci	adj	ADJ	3	following; accompanying
37070	222310	pārikṣitī	f	NOUN	3	name of Vedic hymns
37071	222318	indragāthā	f	NOUN	3	name of the verses AV 20.128.12-16
37072	159210	abhihā	3.Ā.	VERB	3	to rush upon; to seize hastily
37073	86725	devanītha	m	NOUN	3	a formula consisting of 17 Pādas [AVŚ 20.135.6-10]
37074	17075	sada	n	NOUN	3	a particular part of the back of a sacrificial animal
37075	98865	sūtakānna	n	NOUN	3	food rendered impure by child-birth or miscarriage
37076	6332	acarama	adj	ADJ	3	not last; not least; western
37077	134052	kauṣītaka	n	NOUN	3	name of a Brāhmaṇa; the view of Kauṣītaki
37078	118777	vaidhasa	m	NOUN	3	patr. of Hariścandra
37079	138372	viśasitṛ	m	NOUN	3	one who cuts up; a dissector
37080	222355	suhṛdayatama	adj	ADJ	3	
37081	161292	nido	6.P.	VERB	3	to bind on; to fasten
37082	61012	asitamṛga	m	NOUN	3	name of a Ṛṣi of the SV
37083	79363	mārgaveya	m	NOUN	3	patr. or metron. of a Rāma
37084	162615	prativadh	1.P.	VERB	3	to beat back; to contend with
37085	160420	upanigam	1.P.	VERB	3	to meet with; to fall upon; to get; to step near
37086	160748	upodgrah	9.P.,1.P.,9.Ā.	VERB	3	to bring near (to the mouth) after (others have done so); to perceive; to know
37087	140144	pratyabhimarśa	m	NOUN	3	touching
37088	113160	sārñjaya	m	NOUN	3	name of a son of Sahadeva
37089	222435	upaniṣkramay	10.P.	VERB	3	to lead someone out
37090	17051	satvant	m	NOUN	3	name of a people inhabiting the south of India; name of a son of Madhu
37091	70069	rājakartṛ	m	NOUN	3	those who place a king on the throne
37092	162118	parimṛ	1.P.	VERB	3	to die (in numbers) round (acc.)
37093	33458	nāndana	n	NOUN	3	a pleasure garden; paradise
37094	215154	idandra	m	NOUN	3	
37095	63639	indrāri	m	NOUN	3	Indra's enemy; an Asura or demon
37096	169366	kaṃsārāti	m	NOUN	3	name of Viṣṇu
37097	106568	sīrapāṇi	m	NOUN	3	name of Balarāma
37098	169380	pramathādhipa	m	NOUN	3	name of Śiva
37099	217967	vighnarāja	m	NOUN	3	name of Ganeśa
37100	71288	riṭi	mf	NOUN	3	the crackling or roaring of flames; a musical instrument; black salt; name of one of Śiva's attendants
37101	144182	pulomajā	f	NOUN	3	name of Indrāṇi
37102	119791	svarṇadī	f	NOUN	3	a kind of shrub; the heavenly Ganges
37103	38203	uṣarbudha	m	NOUN	3	early awaked (a name esp. applied to Agni as kindled in the early morning); fire; a child; Ricinus Communis
37104	49429	bhāti	f	NOUN	3	light; splendour; evidence; perception; knowledge
37105	12231	karbura	m	NOUN	3	sin; a Rakṣas; Curcuma Amhaldi or Zerumbet; a species of Dolichos
37106	20665	appati	m	NOUN	3	the ocean; name of Varuṇa
37107	114133	syada	m	NOUN	3	driving; rapid monon; speed
37108	32116	ambubhṛt	m	NOUN	3	cloud; talc; the grass Cyperus Pertenuis
37109	115905	śampā	f	NOUN	3	lightning; a girdle
37110	169409	apavāraṇa	n	NOUN	3	concealment; cloudiness
37111	125998	śubhrāṃśu	m	NOUN	3	camphor
37112	133266	mihikā	f	NOUN	3	snow; mist; fog; camphor
37113	83028	tuṣāra	adj	ADJ	3	cold; frigid
37114	61543	ahaskara	m	NOUN	3	the sun; name of a plant
37115	18261	saptāśva	m	NOUN	3	the sun (the 7 horses symbolizing the 7 days of the week)
37116	169418	tamisrahan	m	NOUN	3	the sun; [rel.] name of Śiva
37117	12343	karmasākṣin	m	NOUN	3	the sun
37118	147079	dinamaṇi	m	NOUN	3	the sun
37119	65994	rajanīmukha	n	NOUN	3	the evening
37120	151068	paurṇimā	f	NOUN	3	a day or night of full moon
37121	5926	agnyutpāta	m	NOUN	3	a fiery portent; a conflagration
37122	57980	ādikāraṇa	n	NOUN	3	a primary cause; analysis; algebra
37123	70713	rāddhānta	m	NOUN	3	= -siddhānta; an established end or result; demonstrated conclusion or truth; doctrine dogma
37124	168842	ahaṃmati	f	NOUN	3	egoism; self-consciousness
37125	139485	viṣayin	n	NOUN	3	an organ of sense
37126	92501	palāśa	adj	ADJ	3	green; with the leaves on it
37127	18471	samajñā	f	NOUN	3	fame
37128	12770	kalyā	f	NOUN	3	praise; eulogy; good wishes; good tidings; Emblic Myrobalan; [rel.] name of Devī
37129	42212	saṃrāva	m	NOUN	3	crying together; clamour; uproar; tumult
37130	169446	kvāṇa	m	NOUN	3	sound; sound of any musical instrument
37131	139786	pratiśrut	f	NOUN	3	an echo; resonance; a promise; assurance
37132	137879	pratidhvāna	m	NOUN	3	
37133	36619	mandra	m	NOUN	3	the low or base tone (sthāna) of the voice (as opp. to the middle or madhyama and the high or uttama); a kind of drum; a species of elephant; a low tone; ton bas
37134	169448	dvāviṃśatividha	adj	ADJ	3	22-fach
37135	71168	rāṣṭriya	m	NOUN	3	an heir-apparent or pretender; a king's brother-in-law
37136	47822	vikṛta	n	NOUN	3	change; alteration; disgust; aversion; misshaped offspring; abortion; untimely silence caused by embarrassment
37137	50411	bhīṣaṇa	n	NOUN	3	the act of terrifying or frightening
37138	48966	bhayānaka	n	NOUN	3	terror (?); bad speech
37139	82321	tiraskriyā	f	NOUN	3	disrespect; concealment; shelter
37140	5513	akṣānti	f	NOUN	3	impatience; jealousy; intolerance
37141	81410	lālasa	mf	NOUN	3	longing or ardent desire; fond attachment or devotion to; sorrow; asking; soliciting; the longing of a pregnant woman
37142	17508	saṃtamasa	n	NOUN	3	great or universal darkness; great delusion of mind
37143	53609	alagarda	m	NOUN	3	a water-serpent (the black variety of the Cobra de Capello); Coluber Nāga
37144	169470	gūḍhapād	m	NOUN	3	a snake
37145	13225	kākodara	m	NOUN	3	a serpent
37146	167577	āheya	n	NOUN	3	Schlangengift
37147	61587	ahituṇḍika	m	NOUN	3	a snake-catcher; snake-exhibitor; name of a Brahmin
37148	96598	tarapaṇya	n	NOUN	3	ferry-money; freight
37149	32133	ambuvāhinī	f	NOUN	3	a wooden baling vessel; name of a river
37150	150048	pṛthuroman	m	NOUN	3	a fish
37151	115044	śakulin	mf	NOUN	3	a fish
37152	111423	sahasradaṃṣṭra	m	NOUN	3	a kind of fish
37153	124824	godhikā	f	NOUN	3	a kind of lizard or alligator (Lacerta Godica)
37154	115126	śaṅkhanakha	m	NOUN	3	a kind of snail; the shell of the Trochus Perspectivus; the perfume called Nakhi (Unguis Odoratus) or another kind of perfume
37155	137742	mekalakanyakā	f	NOUN	3	name of the river Narmadā
37156	125812	śutudrī	f	NOUN	3	name of the river Śatadru / Sutlej
37157	110304	hiraṇyavāha	m	NOUN	3	name of the river Śoṇa; name of Śiva; name of a serpent which was burnt in Janamejayas sarpasattra
37158	116036	śarāvatī	f	NOUN	3	name of a river; name of a town
37159	113080	sārasa	n	NOUN	3	a lotus; a woman's zone or girdle
37160	148237	bisaprasūna	n	NOUN	3	a lotus-flower
37161	218241	nīvṛt	f	NOUN	3	a kingdom
37162	45604	upavartana	n	NOUN	3	the act of bringing near; a place for exercise; a country (inhabited or not)
37163	169523	naḍvala	adj	ADJ	3	covered with reeds
37164	113707	sikatāvat	adj	ADJ	3	abounding in sand; sandy; gravelly
37165	86811	devamātṛka	adj	ADJ	3	moistened only by rain-water (as corn)
37166	169526	ekapadī	f	NOUN	3	a way; a road
37167	130661	śākhānagara	n	NOUN	3	a suburb
37168	39623	eḍūka	mn	NOUN	3	a building constructed of or enclosing rubbish or bones or hard substances resembling bones; a Buddhist shrine (filled with relics)
37169	23556	kīkasa	n	NOUN	3	vertebra or a rib (of which six are enumerated); a bone
37170	130175	garbhāgāra	n	NOUN	3	an inner apartment; bed-room; a lying-in room; the sanctuary of a temple
37171	87523	janāśraya	m	NOUN	3	inn; caravansery
37172	44777	upakāryā	f	NOUN	3	a royal tent; a king's house; palace; a caravansery; a cemetery
37173	150644	praghāṇa	m	NOUN	3	the trunk of a tree; a terrace before a house
37174	151222	praghaṇa	mn	NOUN	3	a place or a terrace before a house; an iron mace or crowbar; a copper pot
37175	124855	gopānasī	f	NOUN	3	the wood or bamboo frame-work of a thatch
37176	109635	hastinakha	mn	NOUN	3	a sort of turret or raised mound of earth or masonry protecting the access to the gate of a city or fort; a kind of capital composed of addorsed elephants; a balconry/bridge supported by a Hastinakha capital
37177	9531	adhirohiṇī	f	NOUN	3	a ladder; flight of steps
37178	24081	kuṭa	m	NOUN	3	a fort; stronghold; a hammer; mallet for breaking small stones; ax; a tree; a mountain; name of a man; [gramm.] the root kuṭ
37179	75083	vallari	f	NOUN	3	a creeper; any climbing or creeping plant; a musical instrument
37180	124008	gucchaka	m	NOUN	3	a bunch; bundle; cluster (of blossoms); bunch (of peacock's feathers); clump (of grass); a pearl necklace of 32 strings
37181	87753	jambu	n	NOUN	3	the rose apple fruit
37182	100961	dadhiphala	m	NOUN	3	Feronia elephantum (its fruit having the acid taste of dadhi)
37183	87606	jantuphala	m	NOUN	3	Ficus glomerata
37184	169597	viṣamacchada	m	NOUN	3	Alstonia Scholaris
37185	87736	jambhīra	m	NOUN	3	= ūmbīra id; = ūmbīraha
37186	86896	devavallabha	m	NOUN	3	Rottlera Tinctoria
37187	166371	syandana	m	NOUN	3	Dalbergia Ujjeinensis
37188	35507	madhudruma	m	NOUN	3	the mango tree; Bassia Latifolia
37189	35659	madhuṣṭhīla	m	NOUN	3	Bassia Latifolia
37190	35782	madhūlaka	m	NOUN	3	a mountain species of the Bassia Latifolia; sweetness
37191	32134	ambuvetasa	m	NOUN	3	a kind of cane or reed growing in water
37192	13293	kākṣīva	m	NOUN	3	the plant Hyperanthera Moringa; name of a son of Gautama and Auśīnarī
