rank	lemma_id	lemma	dcs_grammar	upos	count	gloss
4166	120094	svātantrya	n	NOUN	157	the following one's own will; freedom of the will; independence
4167	170863	paripālay	10.P.,10.Ā.	VERB	157	to protect; to guard; to rule
4168	162128	parirakṣ	1.P.,1.Ā.	VERB	157	to guard well or completely; to rescue; to save; to defend from (abl.); to keep; to conceal; to keep secret; to protect; to rule; to govern (acc.); to avoid; to shun; to get out of a person's (gen.) way
4169	155514	pralāpa	m	NOUN	156	talk; discourse; prattling; chattering; lamentation; incoherent or delirious speech; raving
4170	159518	avatāray	10.P.	VERB	156	to bring or fetch down (acc. or loc.) from (abl.); to take down; to take off; to remove; to turn away from (abl.); to make one descend; [alchemy]
4171	953	kaṇā	f	NOUN	156	minute particle; atom; drop; Piper longum Linn. (long pepper); cummin seed; kind of fly; realgar
4172	160515	upayam	6.P.,1.P.,1.Ā.	VERB	156	to seize; to lay hold of; to touch; to reach forth; to offer; to put under; to prop; to stay; to take for one's self; to receive; to appropriate; to take as one's wife; to marry; to sleep with (a woman); to place
4173	154522	prayāga	mn	NOUN	156	name of a celebrated place of pilgrimage (now called Allāhābād) at the confluence of the Gaṅgā and Yamunā with the supposed subterranean Sarasvatī; a sacrifice; a horse; name of Indra; name of a man
4174	169646	savarṇa	adj	ADJ	156	aus demselben varṇa; having the same color; [gramm.] homophonous
4175	163153	prāṇ	1.P.,2.P.	VERB	156	to breathe in; to inhale; to breathe; to blow (as the wind); to live; to smell
4176	150103	pṛṣṭhya	adj	ADJ	156	belonging to or coming from the heights; rahmig (Milch); blumig (Saft); coming from the back
4177	99657	seka	m	NOUN	156	pouring out; emission; effusion (as of the seminal fluid); sprinkling; besprinkling; moistening or watering with (comp.); a shower-bath; a libation; offering; a drop of anything; name of a people
4178	87752	jambu	f	NOUN	156	Eugenia Jambolana Lam. (the rose apple tree); the shrub nāga-damanī; Syzygium fruticosum DC.; Jambosa jambos Millisp.; Syzygium caryophyllaeum Gaertn.; Syzygium operculatum Gamble; Syzygium rubicundum Wight et Arn.; Premna herbacea Roxb.; Ardisia humilis Vahl; the rose apple tree; = Jambudvīpa
4179	28842	nūpura	mn	NOUN	156	an ornament for the toes or ankles or feet; an anklet
4180	4992	komala	adj	ADJ	156	tender; soft; bland; sweet; pleasing; charming; agreeable (said of the style)
4181	6546	ajita	adj	ADJ	156	not conquered; unsubdued; unsurpassed; invincible; irresistible
4182	156241	ghṛṣ	4. P.	VERB	156	wundreiben; to paste; einreiben
4183	218741	āt	ind	ADV	156	darauf; dann; da; nun
4184	28315	niṣkṛti	f	NOUN	156	complete development; restoration; cure; acquittance; requital; atonement; expiation; removal; doing away; escaping; avoiding; neglecting
4185	59228	āyuṣa	n	NOUN	156	ifc. = āyus; duration of life
4186	158823	vip	1. P.	VERB	156	to tremble; to shake; to vibrate
4187	155540	pravaṇa	adj	ADJ	156	declining; bent; sloping down; steep; abrupt; directed towards; inclined or disposed or devoted to; intent upon; full of; wasted; decayed; disappeared; generous; humble; modest
4188	17522	saṃtoṣa	m	NOUN	155	satisfaction; contentedness with; Content (personified as a son of Dharma and Tuṣṭi and reckoned among the Tuṣitas)
4189	42513	dhāraṇā	f	NOUN	155	the act of holding; bearing; wearing; supporting; maintaining; retaining; keeping back; a good memory; collection or concentration of the mind (joined with the retention of breath); understanding; intellect; firmness; steadfastness; righteousness; fixed preceptor settled rule; certainty; the 8th to the 11th day in the light half of month Jyaiṣṭha
4190	169396	vibhāvasu	m	NOUN	155	fire; the sun
4191	55923	utpāta	m	NOUN	155	flying up; jumping up; a spring; jump; rising; arising; a sudden event; unexpected appearance; an unusual or startling event boding calamity; a portent; prodigy; phenomenon; any public calamity (as an earthquake); a disease of the external ear
4192	164935	saṃtuṣ	4.P.	VERB	155	to feel satisfied; to have great pleasure in
4193	22582	kāla	m	NOUN	155	a black or dark-blue colour; the black part of the eye; the Indian cuckoo; the poisonous serpent Coluber Nāga; Cassia Sophora; a red kind of Plumbago; the resin of the plant Shorea robusta; the planet Saturn; name of Śiva; name of Rudra; name of a son of Hrada; name of the prince Kālayavana; name of a brother of king Prasenajit; name of a future Buddha; name of an author of Mantras (= Aśvaghosha); name of a Nāgarāja; name of a Rakṣas; name of an enemy of Śiva; name of a mountain; name of one of the nine treasures; a mystical name of the letter m; [min.] = kālalavaṇa; name of one of Yama's attendants
4194	6146	aṅga	m	NOUN	155	name of Bengal proper or its inhabitants; name of a king of Aṅga; name of a son of Sutapas; name of a son of ￗru and Ṣaḍagneyī
4195	66034	rañjana	n	NOUN	155	the act of colouring or dyeing; colour; dye; paint; (in gram.) nasalization; the act of pleasing; delighting; conciliating; giving pleasure; a particular game; red sandalwood; cinnabar; (alchemy) one of the Saṃskāras of mercury
4196	35205	nipāta	m	NOUN	155	falling down; descending; alighting (lit. and fig.); falling from (abl.) into or upon (comp.); rushing upon; attacking (comp.); decay; destruction; ruin; death; casting; hurling; discharging; accidental occurrence or mention; (in gram.) irregular form; irregularity; exception; a particle (all adverbs including conjunctions and interjections)
4197	154103	phalaka	n	NOUN	155	menstruation; a board; lath; plank; leaf; a slab or tablet; a picture; a gamingboard; a wooden bench; a slab at the base (of a pedestal); any flat surface (often in comp. with parts of the body); the palm of the hand; the buttocks; the top or head of an arrow; a shield; bark (as a material for clothes); the pericarp of a lotus; a layer; the stand on which a monk keeps his turban; fruit; bench; plank floor; [gemm.]; les deux planches de pressoir ... sur lesquelles on proc￨de au battage des tiges de soma
4198	41733	ṣaṭtriṃśat	f	NUM	155	36
4199	38433	ūrṇā	f	NOUN	155	wool; a woollen thread; thread; cobweb; a circle of hair between the eyebrows; name of several women
4200	144248	piśita	n	NOUN	155	flesh which has been cut up or prepared; any flesh or meat; a small piece; a bit (?)
4201	161650	parikram	6.P.,1.P.,1.Ā.	VERB	155	to walk round or about; to circumambulate; to visit; to escape; to overtake; to evade (acc.); to run about
4202	14021	kāmya	adj	ADJ	155	desirable; beautiful; amiable; lovely; agreeable; to one's liking; agreeable to one's wish; optional (opposed to nitya or indispensable observance); performed through the desire of some object or personal advantage (as a religious ceremony etc.); done from desire of benefit or from interested motives
4203	64048	īrṣyā	f	NOUN	155	envy or impatience of another's success; spite; malice; jealousy; [gramm.] the verb īrṣy-
4204	50502	bhujaṃga	m	NOUN	155	a serpent; snake; serpent-demon; name of the number eight; the paramour of a prostitute; the dissolute friend of a prince; any constant companion of a prince; a lover; the keeper of a prostitute; a species of Daṇḍaka metre; name of a man
4205	76769	vāpī	f	NOUN	155	any pond (made by scattering or damming up earth); a large oblong pond; an oblong reservoir of water; tank; pool; lake; a particular constellation
4206	127474	śaurya	n	NOUN	155	heroism; valour; prowess; might; the heroic branch of dramatic art; name of a village
4207	59998	aśuddha	adj	ADJ	155	impure; inaccurate; wrong (especially said of mistakes of copyists and of errata in printing); unknown; unascertained
4208	88797	jāmbūnada	n	NOUN	155	any gold; a golden ornament; thornapple; name of a lake; gold from the Jāmbū river
4209	163159	prāpay	10.P.,10.Ā.	VERB	155	to cause to reach or attain (2 acc.); to advance; to promote; to further; to lead or bring to (dat.); to impart; to communicate; to announce; to relate; to meet with; to obtain
4210	20939	apara	adj	ADJ	155	having nothing beyond or after; having no rival or superior; a-para = non-para
4211	159568	avabudh	4.P.,1.P.,1.Ā.,4.Ā.	VERB	155	to become sensible or aware of; to perceive; to know
4212	8222	saṃśita	adj	ADJ	155	whetted; sharpened; pointed; sharp; ready; prepared for or resolved upon; made ready; well-prepared; all right (applied to things); fixed upon; decided; firmly adhered to; rigid (as a vow); completing; effecting; diligent in accomplishing
4213	5946	agraja	m	NOUN	154	the first-born; an elder brother; a Brahman
4214	163592	vivic	7.Ā.,7.P.	VERB	154	to sift (esp. grain by tossing or blowing); to divide asunder; to separate from (instr. or abl.); to cause to lose; to deprive of (abl.); to distinguish; to discern; to discriminate; to investigate; to examine; to ponder; to deliberate; to show; to manifest; to declare; (Getreidek￶rner) sondern
4215	4931	koṇa	m	NOUN	154	a corner; angle; an intermediate point of the compass; four; the quill of a lute; fiddle-stick; drum-stick; a sort of musical instrument; a stringed musical instrument; the sharp edge of a sword; a staff; club; the planet Saturn; the planet Mars
4216	205919	ādau	ind	ADV	154	first
4217	64740	yugala	mn	NOUN	154	a pair; couple; brace; name of a prayer to Lakṣmī and Nārāyaṇa
4218	112127	sādhaka	adj	ADJ	154	effective; accomplishing; completing; finishing; energizing; useful; effecting by magic; demonstrating; proving
4219	134246	kleda	m	NOUN	154	wetness; dampness; moisture; running; discharge (from a sore); rotting; putrefying; [medic.] N￤sse(n)
4220	165569	sambandh	9.P.,1.P.,4.P.,9.Ā.	VERB	154	to bind or fasten or tie together; to bind or fix on; to attach; to connect; to join; to construct; to form; to procure; to furnish; to supply; to be connected with or supplied; to belong to
4221	72734	mleccha	m	NOUN	154	a foreigner; barbarian; non-āryan; man of an outcast race; a person who lives by agriculture or by making weapons; a wicked or bad man; sinner; ignorance of Sanskṛt; barbarism
4222	103104	sthairya	n	NOUN	154	firmness; hardness; solidity; fixedness; stability; immobility; calmness; tranquillity; continuance; permanence; steadfastness; constancy; perseverance; patience; firm attachment to; constant delight in
4223	28033	nivid	f	NOUN	154	instruction; information; name of particular sentences or short formularies inserted in a liturgy and containing epithets or short invocations of the gods; Spruch; Einladungsspruch; notice
4224	18608	parastāt	ind	ADV	154	further away; further on; towards; above; from afar off; from before or behind; aside; apart; hereafter; afterwards; later (opp. to pūrvam)
4225	170017	parāvat	f	NOUN	154	distance
4226	72247	maitrāvaruṇa	adj	ADJ	154	derived from Mitra and Varuṇa; relating to the priest called Maitrāvaruṇa
4227	26303	bhramara	m	NOUN	154	a large black bee; a kind of humble bee; any bee; a gallant; libertine; a young man; lad; a potter's wheel; a particular position of the hand; name of a man
4228	6164	aṅgada	n	NOUN	154	a bracelet worn on the upper arm
4229	160019	sphuṭ	6. Ā.	VERB	154	to burst or become suddenly rent asunder; to burst or split open; to burst open or into view; to make clear or evident; knistern
4230	160496	upabhuj	1.Ā.,7.Ā.,1.P.,7.P.	VERB	154	to enjoy; to eat; to eat up; to consume; to enjoy; to make use of; to partake of; to experience (happiness or misfortune etc.); to enjoy (a woman); to receive as a reward
4231	109019	haritāla	mfn	NOUN	154	yellow orpiment or sulphuret of arsenic (described as the seed or seminal energy of Viṣṇu); gelber Arsenik; Auripigment
4232	157382	śvas	1. Ā.	VERB	154	to blow; to hiss; to pant; to snort; to breathe; to respire; to draw breath; to sigh; to groan; to strike; to kill; fauchen
4233	152817	phaṭ	ind	INTJ	154	(onom.) crack!
4234	115815	śam	ind	ADV	154	auspiciously; fortunately; happily; well (frequently used in the Veda)
4235	155652	praśama	m	NOUN	154	calmness; tranquillity (esp. of mind); quiet; rest; cessation; extinction; abatement; name of a son of Ānakadundisbhi and Śāntideva
4236	32012	amogha	adj	ADJ	154	unerring; unfailing; not vain; efficacious; succeeding; hitting the mark; productive; fruitful
4237	162884	pradarśay	10.P.,10.Ā.	VERB	153	to make visible; to show; to indicate; to explain; to teach; to describe
4238	109460	hāsa	m	NOUN	153	laughing; laughter; mirth (often in pl.); mocking; derision of (gen.); a jest; joke; dazzling whiteness; pride; [gramm.] the word hāsa
4239	72645	mauna	n	NOUN	153	the office or position of a Muni or holy sage; silence; taciturnity
4240	38221	uṣṇa	mn	NOUN	153	heat; warmth; the hot season; any hot object; name of certain positions in the retrograde motion of the planet Mars; name of the Varṣa ruled by Uṣṇa [[name of a Varsha]]; name of a son of Dyutimat; name of a future son of Nicaknu
4241	83783	trayī	f	NOUN	153	the Buddhist triad; summit; a woman whose husband and children are living; Venonia anthelminthica; a triad (chiefly ifc.)
4242	5022	kola	n	NOUN	153	the fruit of the jujube; black pepper; the grain of Piper Chaba; Zizyphus jujuba Lamk.; Name mehrerer Zizyphus-Arten
4243	15306	paṭola	m	NOUN	153	Trichosanthes dioica Roxb.; Trichosanthes cucumerina Linn.; Trichosanthes cordata Roxb.; Trichosanthes nervifolia Linn.; Trichosanthes bracteata Voigt; Trichosanthes pubera Blume
4244	163086	praśās	1.P.,2.P.,2.Ā.	VERB	153	to teach; to instruct; to direct; to give instructions to; to order; to command (acc.); to chastise; to punish; to govern; to rule; to reign; to be lord of (acc. with or without adhi); to decide upon
